0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 122597885,tic122597885,,,,,,,,,kepler756,2massj19222590+4112039,kic5956656,koi1053,wisej192225.90+411203.8,,,
TIC 122605691,tic122605691,,,,,,,,,kepler1403,2massj19232824+3857364,kic3848275,koi2995,wisej192328.24+385736.3,,,
TIC 122605766,tic122605766,,,,,,,,,kepler497,2massj19230381+3855406,kic3847907,koi229,wisej192303.79+385540.7,,,
TIC 122607324,tic122607324,,,,,,,,,kepler684,2massj19232892+3816250,kic3114167,koi795,wisej192328.90+381624.9,,,
TIC 122607554,tic122607554,,,,,,,,,kepler489,2massj19231995+3811036,kic2987027,koi197,wisej192319.97+381103.2,,,
TIC 122612091,tic122612091,,,,,,,,,wasp72,1swaspj024409.60301008.5,2massj024409593010085,diya,wisej024409.61301008.6,,,
TIC 122673489,tic122673489,,,,,,,,,kepler262,2massj19225488+3715095,kic1718189,koi993,wisej192254.89+371509.6,,,
TIC 122682249,tic122682249,,,,,,,,,kepler479,2massj19240524+3746112,kic2441495,koi166,wisej192405.25+374611.4,,,
TIC 122682991,tic122682991,,,,,,,,,kepler773,2massj19233232+3803272,kic2849805,koi1116,wisej192332.31+380327.2,,,
TIC 122684233,tic122684233,,,,,,,,,kepler795,2massj19240457+3832440,kic3442055,koi1218,kepler795a,wisej192404.57+383244.4,,
TIC 122685803,tic122685803,,,,,,,,,kepler820,2massj19240483+3913144,kic4155328,koi1335,,,,
TIC 122706051,tic122706051,,,,,,,,,kepler621,2massj19234254+3954509,kic4832837,koi605,wisej192342.54+395450.9,,,
TIC 122706631,tic122706631,,,,,,,,,kepler1424,2massj19235800+4013455,kic5096590,koi3093,wisej192357.99+401345.6,,,
TIC 122707140,tic122707140,,,,,,,,,kepler400,2massj19234667+4028481,kic5272233,koi2711,wisej192346.67+402848.0,,,
TIC 122707371,tic122707371,,,,,,,,,kepler1417,2massj19234797+4036187,kic5445681,koi3039,wisej192347.96+403618.7,,,
TIC 122712179,tic122712179,,,,,,,,,kepler901,2massj19243670+4053149,kic5617854,koi1588,wisej192436.67+405315.4,,,
TIC 122712446,tic122712446,,,,,,,,,kepler240,2massj19243810+4045009,kic5531576,koi837,wisej192438.10+404500.8,,,
TIC 122712595,tic122712595,,,,,,,,,koi142,2massj19243554+4040098,kic5446285,kepler88,tic122712595,wisej192435.54+404009.8,,
TIC 122713147,tic122713147,,,,,,,,,kepler694,2massj19243588+4025138,kic5272878,koi826,wisej192435.87+402513.7,,,
TIC 122713286,tic122713286,,,,,,,,,kepler891,2massj19242011+4021189,kic5184584,koi1564,wisej192420.12+402118.8,,,
TIC 122714267,tic122714267,,,,,,,,,kepler122,2massj19242685+3956567,kic4833421,koi232,wisej192426.85+395656.6,,,
TIC 122716169,tic122716169,,,,,,,,,kepler1107,2massj19241198+3908300,kic4055304,koi2119,wisej192411.98+390829.9,,,
TIC 122716806,tic122716806,,,,,,,,,kepler157,2massj19242333+3852321,kic3745690,koi442,wisej192423.32+385232.2,,,
TIC 122780849,tic122780849,,,,,,,,,kepler774,2massj19240766+3812430,kic3114811,koi1117,wisej192407.65+381242.8,,,
TIC 122785299,tic122785299,,,,,,,,,kepler75,2massj19243302+3634385,kic757450,koi889,wisej192433.02+363438.3,,,
TIC 123126460,tic123126460,,,,,,,,,kepler1341,2massj18420282+4409336,kic8210018,koi2762,kepler1341a,wisej184202.80+440933.6,,
TIC 123129877,tic123129877,,,,,,,,,kepler165,2massj18424584+4748350,kic10577994,koi475,wisej184245.82+474834.9,,,
TIC 123129910,tic123129910,,,,,,,,,kepler589,2massj18423392+4745069,kic10513530,koi533,wisej184233.92+474507.2,,,
TIC 123201193,tic123201193,,,,,,,,,kepler1386,2massj18431761+4238097,kic7090524,koi2920,wisej184317.60+423809.7,,,
TIC 123202589,tic123202589,,,,,,,,,kepler439,2massj18431237+4402023,kic8142787,koi4005,wisej184312.36+440202.2,,,
TIC 123231081,tic123231081,,,,,,,,,kepler431,2massj18442696+4313400,kic7582689,koi3097,wisej184426.95+431340.0,,,
TIC 123231917,tic123231917,,,,,,,,,kepler1105,2massj18442682+4227176,kic6921944,koi2114,wisej184426.82+422717.9,,,
TIC 123233041,tic123233041,,,,,,,,,kepler8,2massj18450914+4227038,kic6922244,koi10,wisej184509.14+422703.9,,,
TIC 123235018,tic123235018,,,,,,,,,kepler188,2massj18450713+4418559,kic8344004,koi573,wisej184507.13+441855.8,,,
TIC 123309556,tic123309556,,,,,,,,,kepler94,2massj18444674+4729496,kic10318874,koi104,wisej184446.73+472950.0,,,
TIC 123312978,tic123312978,,,,,,,,,kepler1489,2massj18451099+4427554,kic8409295,koi3404,wisej184510.99+442755.4,,,
TIC 123313142,tic123313142,,,,,,,,,kepler322,2massj18452371+4417428,kic8277797,koi1820,wisej184523.70+441742.8,,,
TIC 123314844,tic123314844,,,,,,,,,kepler1477,2massj18451164+4241087,kic7091432,koi3353,wisej184511.64+424108.5,,,
TIC 123316231,tic123316231,,,,,,,,,kepler1088,2massj18461474+4227018,kic6922710,koi2087,wisej184614.75+422701.6,,,
TIC 123316380,tic123316380,,,,,,,,,kepler1097,2massj18462259+4235470,kic7008211,koi2102,wisej184622.59+423547.1,,,
TIC 123357476,tic123357476,,,,,,,,,kepler960,2massj18454971+4644472,kic9872283,koi1815,wisej184549.72+464447.5,,,
TIC 123357864,tic123357864,,,,,,,,,kepler102,2massj18455585+4712289,kic10187017,koi82,wisej184555.80+471228.4,,,
TIC 123357893,tic123357893,,,,,,,,,kepler989,2massj18461989+4714010,kic10187159,koi1870,wisej184619.87+471400.7,,,
TIC 123358019,tic123358019,,,,,,,,,kepler364,2massj18461678+4723553,kic10253547,koi2153,wisej184616.79+472355.1,,,
TIC 123358827,tic123358827,,,,,,,,,kepler1043,2massj18463911+4734069,kic10384798,koi1997,wisej184639.11+473406.9,,,
TIC 123359347,tic123359347,,,,,,,,,kepler1140,2massj18464655+4656472,kic9992325,koi2205,wisej184646.56+465647.3,,,
TIC 123362050,tic123362050,,,,,,,,,kepler780,2massj18470393+4417331,kic8278371,koi1150,wisej184703.92+441733.1,,,
TIC 123362984,tic123362984,,,,,,,,,kepler1628,2massj18463208+4324416,kic7731281,koi5416,wisej184632.07+432441.5,,,
TIC 123408693,tic123408693,,,,,,,,,kepler1048,2massj18473560+4209568,kic6665512,koi2005,wisej184735.59+420956.6,,,
TIC 123408863,tic123408863,,,,,,,,,kepler1174,2massj18471954+4217560,kic6751874,koi2282,wisej184719.54+421756.0,,,
TIC 123409401,tic123409401,,,,,,,,,kepler144,2massj18473976+4246318,kic7175184,koi369,wisej184739.75+424632.0,,,
TIC 123410927,tic123410927,,,,,,,,,kepler1285,2massj18472048+4409213,kic8212002,koi2593,wisej184720.48+440921.2,,,
TIC 123413463,tic123413463,,,,,,,,,kepler1572,2massj18473534+4643214,kic9872831,koi4230,wisej184735.35+464321.6,,,
TIC 123415040,tic123415040,,,,,,,,,kepler583,2massj18482671+4221162,kic6838050,koi512,wisej184826.71+422116.3,,,
TIC 123415819,tic123415819,,,,,,,,,kepler137,2massj18483252+4302207,kic7419318,koi313,wisej184832.53+430221.0,,,
TIC 123416515,tic123416515,,,,,,,,,kepler83,2massj18485580+4339562,kic7870390,koi898,kepler83a,wisej184855.80+433956.1,,
TIC 123416753,tic123416753,,,,,,,,,kepler1192,2massj18483373+4353476,kic8007644,koi2328,,,,
TIC 123417308,tic123417308,,,,,,,,,kepler270,2massj18484802+4425202,kic8410727,koi1148,wisej184848.01+442520.2,,,
TIC 123417316,tic123417316,,,,,,,,,kepler1654,2massj18484459+4426041,kic8410697,wisej184844.57+442604.1,,,,
TIC 123417850,tic123417850,,,,,,,,,kepler446,2massj18490005+4455160,kic8733898,koi2842,wisej184900.02+445515.7,,,
TIC 123445166,tic123445166,,,,,,,,,kepler653,2massj18485110+4643041,kic9873254,koi717,wisej184851.11+464304.1,,,
TIC 123447451,tic123447451,,,,,,,,,kepler868,2massj18492724+4640308,kic9813499,koi1505,wisej184927.24+464030.8,,,
TIC 123447592,tic123447592,,,,,,,,,kepler1244,2massj18491229+4630583,kic9753154,koi2457,wisej184912.29+463058.2,,,
TIC 123448077,tic123448077,,,,,,,,,kepler1459,2massj18494152+4600504,kic9447166,koi3296,wisej184941.51+460050.3,,,
TIC 123449386,tic123449386,,,,,,,,,koi7892,2massj18493060+4441405,kic8540376,kepler457,wisej184930.60+444140.4,,,
TIC 123450224,tic123450224,,,,,,,,,kepler139,2massj18493406+4353216,kic8008067,koi316,wisej184934.03+435320.8,,,
TIC 123451768,tic123451768,,,,,,,,,kepler829,2massj18491987+4227497,kic6924203,koi1370,wisej184919.88+422749.6,,,
TIC 123490277,tic123490277,,,,,,,,,kepler896,2massj18494540+4344041,kic7939330,koi1581,wisej184945.39+434404.0,,,
TIC 123490444,tic123490444,,,,,,,,,kepler185,2massj18495234+4353236,kic8008206,koi569,wisej184952.35+435323.8,,,
TIC 123490545,tic123490545,,,,,,,,,kepler128,2massj18495813+4358487,kic8077137,koi274,wisej184958.14+435848.8,,,
TIC 123492903,tic123492903,,,,,,,,,kepler615,2massj18494814+4619170,kic9631762,koi588,wisej184948.15+461916.9,,,
TIC 123495717,tic123495717,,,,,,,,,kepler1385,2massj18503152+4628519,kic9693006,koi2913,wisej185031.52+462851.7,,,
TIC 123495874,tic123495874,,,,,,,,,kepler422,2massj18503111+4619240,kic9631995,koi22,wisej185031.11+461923.9,,,
TIC 123496782,tic123496782,,,,,,,,,kepler1408,2massj18504798+4525327,kic9070666,koi3008,wisej185047.97+452532.8,,,
TIC 123497954,tic123497954,,,,,,,,,kepler777,2massj18505377+4420473,kic8346392,koi1141,wisej185053.78+442047.4,,,
TIC 123499118,tic123499118,,,,,,,,,kepler714,2massj18504788+4316218,kic7585481,koi890,wisej185047.87+431621.9,,,
TIC 123499226,tic123499226,,,,,,,,,kepler1494,2massj18503777+4309450,kic7503885,koi3417,wisej185037.77+430945.0,,,
TIC 124778445,tic124778445,,,,,,,,,ngts3a,2massj061746753542230,wisej061746.74354222.9,,,,,
TIC 125739286,tic125739286,,,,,,,,,ngts2,2massj142029493112074,gsc0728201298,tyc728212981,wasp179,wisej142029.47311207.4,,
TIC 127530399,tic127530399,,,,,,,,,wasp132,1swaspj143026.22460933.0,2massj143026194609330,wisej143026.36460923.7,,,,
TIC 12822545,tic12822545,,,,,,,,,k254,2massj223212991732384,epic205916793,,,,,
TIC 12862099,tic12862099,,,,,,,,,wasp44,2massj001536751156172,wisej001536.77115617.5,,,,,
TIC 129979528,tic129979528,wasp33a,wisej022651.05+373301.6,,,,,,,wasp33,1swaspj022651.05+373301.7,2massj02265106+3733017,bd+36489,hd15082,hip11397,sao55561,tyc2831005941
TIC 130181866,tic130181866,wisej074955.06+272147.4,,,,,,,,hd63433,2massj07495506+2721473,bd+271490,hip38228,sao79729,tic130181866,toi1726,tyc1933007471
TIC 13021029,tic13021029,,,,,,,,,wasp61,1swaspj050111.91260314.9,2massj050111912603149,tyc6469019721,wisej050111.91260314.9,,,
TIC 13349647,tic13349647,,,,,,,,,wasp36,1swaspj084619.30080136.7,2massj084619290801370,wasp36a,wisej084619.30080137.1,,,
TIC 134537478,tic134537478,,,,,,,,,kelt14,2massj071312354224350,gsc0763800981,tyc76389811,wasp122,wisej071312.34422435.1,,
TIC 137089993,tic137089993,,,,,,,,,kepler634,2massj19244681+4042097,kic5531694,koi647,wisej192446.82+404209.7,,,
TIC 137090755,tic137090755,,,,,,,,,kepler1324,2massj19244439+4018403,kic5184911,koi2719,wisej192444.38+401840.3,,,
TIC 137096633,tic137096633,,,,,,,,,kepler1354,2massj19245884+3745326,kic2442448,koi2812,wisej192458.83+374532.6,,,
TIC 137148674,tic137148674,,,,,,,,,kepler261,2massj19252754+3736330,kic2302548,koi988,wisej192527.54+373633.1,,,
TIC 137149476,tic137149476,,,,,,,,,kepler683,2massj19254559+3754203,kic2713049,koi794,wisej192545.58+375420.2,,,
TIC 137150039,tic137150039,,,,,,,,,kepler323,2massj19253173+3807388,kic2989404,koi1824,wisej192531.74+380738.9,,,
TIC 137150277,tic137150277,,,,,,,,,kepler772,2massj19254165+3812597,kic3116412,koi1115,wisej192541.66+381259.6,,,
TIC 137150544,tic137150544,,,,,,,,,kepler405,2massj19253826+3820240,kic3234843,koi3057,wisej192538.28+382024.1,,,
TIC 137150599,tic137150599,,,,,,,,,kepler383,2massj19252222+3821472,kic3234598,koi2413,wisej192522.21+382147.3,,,
TIC 137151335,tic137151335,,,,,,,,,kepler93,2massj19254039+3840204,kic3544595,koi69,wisej192540.36+384020.4,,,
TIC 137151626,tic137151626,,,,,,,,,kepler1600,2massj19253585+3847159,kic3645438,koi4385,wisej192535.85+384715.9,,,
TIC 137152419,tic137152419,,,,,,,,,kepler1053,2massj19254047+3907387,kic4056616,koi2013,wisej192540.47+390738.6,,,
TIC 137154728,tic137154728,,,,,,,,,kepler906,2massj19253733+4007317,kic5009743,koi1609,,,,
TIC 137155210,tic137155210,,,,,,,,,kepler398,2massj19255247+4020378,kic5185897,koi2693,wisej192552.51+402037.4,,,
TIC 137211068,tic137211068,,,,,,,,,kepler775,2massj19254399+4142123,kic6362874,koi1128,wisej192543.98+414212.0,,,
TIC 137212833,tic137212833,,,,,,,,,kepler1129,2massj19262507+4118336,kic6041734,koi2167,wisej192625.06+411833.6,,,
TIC 137217372,tic137217372,,,,,,,,,kepler416,2massj19261367+3913382,kic4157325,koi1860,,,,
TIC 137218786,tic137218786,,,,,,,,,kepler1689,2massj19261781+3839214,kic3545135,koi2755,wisej192617.80+383921.3,,,
TIC 137219378,tic137219378,,,,,,,,,kepler376,2massj19262571+3824374,kic3342794,koi2278,wisej192625.71+382437.2,,,
TIC 137220387,tic137220387,,,,,,,,,kepler767,2massj19261900+3802089,kic2853093,koi1099,,,,
TIC 137307173,tic137307173,,,,,,,,,kepler745,2massj19255986+3703334,kic1432789,koi992,,,,
TIC 137315852,tic137315852,,,,,,,,,kepler1064,2massj19265799+3741202,kic2304320,koi2033,wisej192657.98+374119.8,,,
TIC 137317096,tic137317096,,,,,,,,,kepler1194,2massj19264789+3808429,kic2990873,koi2335,wisej192647.88+380842.8,,,
TIC 137318075,tic137318075,,,,,,,,,kepler234,2massj19263684+3829407,kic3342970,koi800,wisej192636.84+382940.7,,,
TIC 137318289,tic137318289,,,,,,,,,kepler787,2massj19264619+3834224,kic3444588,koi1202,wisej192646.19+383422.4,,,
TIC 137319097,tic137319097,,,,,,,,,kepler1552,2massj19264243+3852296,kic3747817,koi4103,,,,
TIC 137336979,tic137336979,,,,,,,,,kepler1109,2massj19263509+3923478,kic4262581,koi2122,wisej192635.10+392347.8,,,
TIC 137337090,tic137337090,,,,,,,,,kepler1671,2massj19265960+3926487,kic4365645,koi1738,wisej192659.61+392648.5,,,
TIC 137340986,tic137340986,,,,,,,,,kepler390,2massj19263090+4112309,kic5959719,koi2498,kepler390a,wisej192630.91+411231.5,,
TIC 137341066,tic137341066,,,,,,,,,kepler496,2massj19263381+4114277,kic5959753,koi226,wisej192633.80+411427.9,,,
TIC 137342279,tic137342279,,,,,,,,,kepler206,2massj19263232+4150019,kic6442340,koi664,wisej192632.31+415001.8,,,
TIC 137342400,tic137342400,,,,,,,,,kepler483,2massj19263522+4153047,kic6442377,koi176,wisej192635.22+415304.9,,,
TIC 137342468,tic137342468,,,,,,,,,kepler706,2massj19270249+4156386,kic6522242,koi855,wisej192702.47+415638.7,,,
TIC 137347078,tic137347078,,,,,,,,,kepler264,2massj19281070+3722344,kic1871056,koi1001,wisej192810.71+372234.3,,,
TIC 137348863,tic137348863,,,,,,,,,kepler260,2massj19274223+3800508,kic2854698,koi986,wisej192742.22+380050.5,,,
TIC 137348987,tic137348987,,,,,,,,,kepler268,2massj19275428+3803182,kic2854914,koi1113,wisej192754.27+380318.1,,,
TIC 137349536,tic137349536,,,,,,,,,kepler1024,2massj19274823+3815061,kic3118797,koi1950,wisej192748.21+381506.3,,,
TIC 137401986,tic137401986,,,,,,,,,kepler792,2massj19280163+3849146,kic3749134,koi1212,wisej192801.62+384914.5,,,
TIC 137402055,tic137402055,,,,,,,,,kepler785,2massj19281639+3850321,kic3749365,koi1176,wisej192816.35+385032.0,,,
TIC 137408775,tic137408775,,,,,,,,,kepler1505,2massj19280049+4147130,kic6364582,koi3456,wisej192800.49+414713.1,,,
TIC 137409501,tic137409501,,,,,,,,,kepler639,2massj19284485+4143373,kic6365156,koi662,wisej192844.84+414337.1,,,
TIC 137409907,tic137409907,,,,,,,,,kepler1029,2massj19283191+4132511,kic6205897,koi1967,wisej192831.89+413251.1,,,
TIC 137410211,tic137410211,,,,,,,,,kepler1296,2massj19283004+4124281,kic6124512,koi2627,wisej192830.02+412428.1,,,
TIC 137410997,tic137410997,,,,,,,,,kepler151,2massj19283906+4101236,kic5791986,koi413,wisej192839.06+410123.5,,,
TIC 137411225,tic137411225,,,,,,,,,kepler370,2massj19284107+4054587,kic5706595,koi2183,wisej192841.05+405458.4,,,
TIC 137411481,tic137411481,,,,,,,,,kepler959,2massj19284108+4048409,kic5621125,koi1814,wisej192841.08+404841.0,,,
TIC 137413972,tic137413972,,,,,,,,,kepler627,2massj19282502+3946044,kic4656049,koi629,wisej192825.03+394604.3,,,
TIC 137414304,tic137414304,,,,,,,,,kepler625,2massj19283611+3938152,kic4563268,koi627,,,,
TIC 137483383,tic137483383,,,,,,,,,kepler1406,2massj19281964+3854541,kic3852655,koi3002,wisej192819.64+385453.9,,,
TIC 137484431,tic137484431,,,,,,,,,kepler542,2massj19285162+3832549,kic3446746,koi385,wisej192851.60+383254.8,,,
TIC 137488218,tic137488218,,,,,,,,,kepler1569,2massj19284912+3713163,kic1724719,koi4212,wisej192849.12+371316.4,,,
TIC 137545963,tic137545963,,,,,,,,,kepler748,2massj19290309+3714131,kic1725016,koi1007,,,,
TIC 137548225,tic137548225,,,,,,,,,kepler752,2massj19290434+3757203,kic2716853,koi1022,,,,
TIC 137548281,tic137548281,,,,,,,,,kepler1419,2massj19290111+3758171,kic2716801,koi3053,,,,
TIC 137549134,tic137549134,,,,,,,,,kepler1094,2massj19291230+3816013,kic3120355,koi2099,wisej192912.29+381601.2,,,
TIC 137550286,tic137550286,,,,,,,,,kepler371,2massj19291835+3839273,kic3548044,koi2194,wisej192918.34+383927.2,,,
TIC 137550938,tic137550938,,,,,,,,,kepler1183,2massj19285578+3853319,kic3749978,koi2308,wisej192855.80+385331.8,,,
TIC 137552781,tic137552781,,,,,,,,,kepler822,2massj19290626+3933006,kic4466677,koi1338,wisej192906.26+393300.5,,,
TIC 137555411,tic137555411,,,,,,,,,kepler49,2massj19291070+4035304,kic5364071,koi248,wisej192910.68+403530.4,,,
TIC 137556197,tic137556197,,,,,,,,,kepler333,2massj19290865+4054489,kic5706966,koi1908,kepler333a,wisej192908.64+405448.8,,
TIC 137556626,tic137556626,,,,,,,,,kepler27,2massj19285682+4105091,kic5792202,koi841,wisej192856.85+410509.3,,,
TIC 137557778,tic137557778,,,,,,,,,kepler1158,2massj19285614+4134307,kic6206214,koi2252,wisej192856.13+413430.7,,,
TIC 137558813,tic137558813,,,,,,,,,kepler1649,2massj19300092+4149496,kic6444896,koi3138,lspmj1930+4149,tic137558813,wisej193000.77+414948.5,
TIC 137626872,tic137626872,,,,,,,,,kepler637,2massj19294013+4125007,kic6125481,koi659,wisej192940.13+412500.7,,,
TIC 137634395,tic137634395,,,,,,,,,kepler275,2massj19295513+3830537,kic3447722,koi1198,wisej192955.13+383053.5,,,
TIC 137635103,tic137635103,,,,,,,,,kepler1452,2massj19294147+3815587,kic3120904,koi3277,wisej192941.46+381558.7,,,
TIC 137636895,tic137636895,,,,,,,,,kepler356,2massj19294105+3740581,kic2307415,koi2053,wisej192941.06+374058.0,,,
TIC 137637249,tic137637249,,,,,,,,,kepler263,2massj19295274+3734040,kic2165002,koi999,wisej192952.76+373404.1,,,
TIC 137683938,tic137683938,,,,,,,,,kepler1624,2massj19301917+3722350,kic1873513,koi4928,wisej193019.16+372234.7,,,
TIC 137685450,tic137685450,,,,,,,,,kepler1514,2massj19303059+3751364,kic2581316,koi3681,tic137685450,tyc31354971,wisej193030.59+375136.5,
TIC 137686948,tic137686948,,,,,,,,,kepler167,2massj19303802+3820434,kic3239945,koi490,kepler167a,wisej193038.04+382043.8,,
TIC 137687119,tic137687119,,,,,,,,,kepler1678,2massj19302199+3823587,kic3239671,koi2066,wisej193021.99+382358.7,,,
TIC 137757057,tic137757057,,,,,,,,,kepler1147,2massj19301140+4138346,kic6287313,koi2221,,,,
TIC 137815803,tic137815803,,,,,,,,,kepler769,2massj19305114+3821295,kic3240158,koi1106,wisej193051.14+382129.3,,,
TIC 137816475,tic137816475,,,,,,,,,kepler1484,2massj19304422+3807346,kic2995392,koi3379,wisej193044.21+380734.5,,,
TIC 137817355,tic137817355,,,,,,,,,kepler1521,2massj19304566+3750059,kic2581554,koi3835,wisej193045.67+375006.0,,,
TIC 137881699,tic137881699,,,,,,,,,hatp66,2massj10021743+5357031,gsc381400307,wisej100217.43+535703.0,,,,
TIC 137892978,tic137892978,,,,,,,,,kepler274,2massj19314146+3828382,kic3348082,koi1196,wisej193141.47+382838.0,,,
TIC 137899939,tic137899939,,,,,,,,,kepler241,2massj19313914+4103393,kic5794379,koi842,wisej193139.14+410339.5,,,
TIC 137899948,tic137899948,,,,,,,,,kepler45,2massj19312949+4103513,kic5794240,koi254,wisej193129.49+410351.1,,,
TIC 137903329,tic137903329,,,,,,,,,kepler74,2massj19322220+4121198,kic6046540,koi200,wisej193222.20+412119.7,,,
TIC 137972889,tic137972889,,,,,,,,,kepler1128,2massj19321520+3924124,kic4370527,koi2166,,,,
TIC 138036531,tic138036531,,,,,,,,,kepler754,2massj19330098+3750463,kic2584163,koi1031,wisej193300.99+375046.2,,,
TIC 138036952,tic138036952,,,,,,,,,kepler766,2massj19324428+3758114,kic2721030,koi1094,wisej193244.25+375811.0,,,
TIC 138096962,tic138096962,,,,,,,,,kepler1095,2massj19330298+4121544,kic6047072,koi2100,wisej193302.93+412154.7,,,
TIC 138097531,tic138097531,,,,,,,,,kepler520,2massj19324327+4137039,kic6289257,koi307,wisej193243.24+413704.0,,,
TIC 138097834,tic138097834,,,,,,,,,kepler1478,2massj19323961+4144464,kic6368230,koi3356,wisej193239.61+414446.2,,,
TIC 138099276,tic138099276,,,,,,,,,kepler948,2massj19331205+4131240,kic6209677,koi1750,wisej193312.06+413123.7,,,
TIC 138105005,tic138105005,,,,,,,,,kepler1698,2massj19332279+3915281,kic4164922,koi3864,wisej193322.80+391527.9,,,
TIC 138105127,tic138105127,,,,,,,,,kepler816,2massj19332708+3912448,kic4164994,koi1320,,,,
TIC 138168780,tic138168780,,,,,,,,,xo6,2massj06191038+7349396,gsc0435700995,tyc43579951,wisej061910.32+734939.2,,,
TIC 138213510,tic138213510,,,,,,,,,kepler276,2massj19341635+3902107,kic3962243,koi1203,wisej193416.36+390210.7,,,
TIC 138214174,tic138214174,,,,,,,,,kepler597,2massj19335282+3915101,kic4165473,koi550,wisej193352.81+391510.2,,,
