0,1,10,11,12,13,14,15,16,17,2,3,4,5,6,7,8,9
TIC 167415965,tic167415965,,,,,,,,,,,,,,,,
TIC 150030205,tic150030205,,,,,,,,,,,,,,,,
TIC 230386259,tic230386259,,,,,,,,,,,,,,,,
TIC 86280613,tic86280613,,,,,,,,,,,,,,,,
TIC 372730331,tic372730331,,,,,,,,,,,,,,,,
TIC 450327768,tic450327768,,,,,,,,,,,,,,,,
TIC 172518755,tic172518755,,,,,,,,,,,,,,,,
TIC 310981412,tic310981412,,,,,,,,,,,,,,,,
TIC 233684293,tic233684293,,,,,,,,,,,,,,,,
TIC 29191596,tic29191596,,,,,,,,,,,,,,,,
TIC 272672133,tic272672133,,,,,,,,,,,,,,,,
TIC 4897275,tic4897275,,,,,,,,,,,,,,,,
TIC 9348006,tic9348006,,,,,,,,,,,,,,,,
TIC 21535395,tic21535395,,,,,,,,,,,,,,,,
TIC 29191624,tic29191624,,,,,,,,,,,,,,,,
TIC 67646988,tic67646988,,,,,,,,,,,,,,,,
TIC 229938290,tic229938290,,,,,,,,,,,,,,,,
TIC 241196395,tic241196395,,,,,,,,,,,,,,,,
TIC 287225295,tic287225295,,,,,,,,,,,,,,,,
TIC 39699648,tic39699648,,,,,,,,,,,,,,,,
TIC 160045097,tic160045097,,,,,,,,,,,,,,,,
TIC 137906197,tic137906197,,,,,,,,,,,,,,,,
TIC 457138169,tic457138169,,,,,,,,,,,,,,,,
TIC 85293053,tic85293053,,,,,,,,,,,,,,,,
TIC 332064670,tic332064670,hr3522,iras08496+2831,lhs2062,sao80478,tyc1949020121,wdsj08526+2820a,wisej085235.41+281948.5,rho1cnc,55cnc,2massj08523579+2819509,55cnca,bd+281660,copernicus,gj324a,hd75732,hip43587
TIC 304142124,tic304142124,tic304142124,toi1793,tyc8623012701,wisej105925.78563724.1,,,,,hd95338,2massj105926295637229,cd553776,cpd554033,hip53719,ltt4041,nltt25945,sao238662
TIC 368435330,tic368435330,,,,,,,,,,,,,,,,
TIC 165763244,tic165763244,,,,,,,,,,,,,,,,
TIC 180695581,tic180695581,,,,,,,,,,,,,,,,
TIC 307734817,tic307734817,,,,,,,,,,,,,,,,
TIC 198153540,tic198153540,,,,,,,,,,,,,,,,
TIC 286916251,tic286916251,,,,,,,,,,,,,,,,
TIC 135083444,tic135083444,,,,,,,,,,,,,,,,
TIC 138819293,tic138819293,,,,,,,,,gj436,2massj11421096+2642251,hip57087,lhs310,tyc1984026131,wisej114211.79+264215.1,,
TIC 8967242,tic8967242,,,,,,,,,,,,,,,,
TIC 119584412,tic119584412,,,,,,,,,,,,,,,,
TIC 138762614,tic138762614,,,,,,,,,,,,,,,,
TIC 144401492,tic144401492,,,,,,,,,,,,,,,,
TIC 148679712,tic148679712,,,,,,,,,,,,,,,,
TIC 166648874,tic166648874,,,,,,,,,,,,,,,,
TIC 376524552,tic376524552,,,,,,,,,,,,,,,,
TIC 160440924,tic160440924,,,,,,,,,,,,,,,,
TIC 285094173,tic285094173,,,,,,,,,,,,,,,,
TIC 341815767,tic341815767,,,,,,,,,,,,,,,,
TIC 9392421,tic9392421,,,,,,,,,,,,,,,,
TIC 82308728,tic82308728,,,,,,,,,hd97658,2massj11143316+2542374,bd+262184,gj3651,hip54906,sao81730,tyc1981011681,wisej111433.06+254238.2
TIC 207425167,tic207425167,,,,,,,,,,,,,,,,
TIC 237108272,tic237108272,,,,,,,,,,,,,,,,
TIC 377290815,tic377290815,,,,,,,,,,,,,,,,
TIC 233720539,tic233720539,,,,,,,,,,,,,,,,
TIC 330799746,tic330799746,,,,,,,,,,,,,,,,
TIC 393831507,tic393831507,,,,,,,,,,,,,,,,
TIC 142381532,tic142381532,,,,,,,,,,,,,,,,
TIC 142387023,tic142387023,,,,,,,,,,,,,,,,
TIC 229750058,tic229750058,,,,,,,,,,,,,,,,
TIC 229400092,tic229400092,,,,,,,,,,,,,,,,
TIC 232982938,tic232982938,,,,,,,,,,,,,,,,
TIC 235905185,tic235905185,,,,,,,,,,,,,,,,
TIC 20182165,tic20182165,,,,,,,,,,,,,,,,
TIC 27194429,tic27194429,,,,,,,,,,,,,,,,
TIC 307956397,tic307956397,,,,,,,,,,,,,,,,
TIC 71612483,tic71612483,,,,,,,,,,,,,,,,
TIC 347332255,tic347332255,,,,,,,,,,,,,,,,
TIC 207468071,tic207468071,,,,,,,,,,,,,,,,
TIC 144441148,tic144441148,,,,,,,,,,,,,,,,
TIC 381714186,tic381714186,,,,,,,,,,,,,,,,
TIC 404505029,tic404505029,,,,,,,,,,,,,,,,
TIC 258871793,tic258871793,,,,,,,,,,,,,,,,
TIC 272758199,tic272758199,,,,,,,,,,,,,,,,
TIC 198385543,tic198385543,,,,,,,,,,,,,,,,
TIC 219824469,tic219824469,,,,,,,,,,,,,,,,
TIC 23740089,tic23740089,,,,,,,,,,,,,,,,
TIC 149577217,tic149577217,,,,,,,,,,,,,,,,
TIC 378976682,tic378976682,,,,,,,,,,,,,,,,
TIC 219728669,tic219728669,,,,,,,,,,,,,,,,
TIC 73540072,tic73540072,,,,,,,,,,,,,,,,
TIC 157225097,tic157225097,,,,,,,,,,,,,,,,
TIC 81247740,tic81247740,,,,,,,,,,,,,,,,
TIC 224313733,tic224313733,,,,,,,,,,,,,,,,
TIC 180652891,tic180652891,,,,,,,,,,,,,,,,
TIC 424733642,tic424733642,,,,,,,,,,,,,,,,
TIC 229742722,tic229742722,,,,,,,,,,,,,,,,
TIC 202426247,tic202426247,,,,,,,,,,,,,,,,
TIC 323295479,tic323295479,,,,,,,,,,,,,,,,
TIC 147203645,tic147203645,,,,,,,,,,,,,,,,
TIC 260985861,tic260985861,,,,,,,,,,,,,,,,
TIC 176984236,tic176984236,,,,,,,,,,,,,,,,
TIC 382302241,tic382302241,,,,,,,,,,,,,,,,
TIC 279740441,tic279740441,,,,,,,,,,,,,,,,
TIC 389525208,tic389525208,,,,,,,,,,,,,,,,
TIC 300810086,tic300810086,,,,,,,,,,,,,,,,
TIC 382188882,tic382188882,,,,,,,,,,,,,,,,
TIC 25375553,tic25375553,,,,,,,,,,,,,,,,
TIC 265612438,tic265612438,,,,,,,,,,,,,,,,
TIC 234519192,tic234519192,,,,,,,,,,,,,,,,
TIC 51912829,tic51912829,,,,,,,,,,,,,,,,
TIC 183979262,tic183979262,,,,,,,,,,,,,,,,
TIC 309257814,tic309257814,,,,,,,,,,,,,,,,
TIC 403136413,tic403136413,,,,,,,,,,,,,,,,
TIC 220435095,tic220435095,,,,,,,,,,,,,,,,
TIC 139285832,tic139285832,,,,,,,,,,,,,,,,
TIC 139285736,tic139285736,,,,,,,,,,,,,,,,
TIC 394657039,tic394657039,,,,,,,,,,,,,,,,
TIC 309254930,tic309254930,,,,,,,,,,,,,,,,
TIC 355637190,tic355637190,,,,,,,,,,,,,,,,
TIC 277683130,tic277683130,,,,,,,,,,,,,,,,
TIC 350743714,tic350743714,,,,,,,,,,,,,,,,
TIC 79395355,tic79395355,,,,,,,,,,,,,,,,
TIC 270507305,tic270507305,,,,,,,,,,,,,,,,
TIC 235037761,tic235037761,,,,,,,,,,,,,,,,
TIC 280830734,tic280830734,,,,,,,,,,,,,,,,
TIC 393940766,tic393940766,,,,,,,,,,,,,,,,
TIC 403287048,tic403287048,,,,,,,,,,,,,,,,
TIC 62483237,tic62483237,,,,,,,,,,,,,,,,
TIC 369457671,tic369457671,,,,,,,,,,,,,,,,
TIC 233964642,tic233964642,,,,,,,,,,,,,,,,
TIC 355636844,tic355636844,,,,,,,,,,,,,,,,
TIC 99493790,tic99493790,,,,,,,,,,,,,,,,
TIC 253917293,tic253917293,,,,,,,,,,,,,,,,
TIC 206609630,tic206609630,,,,,,,,,,,,,,,,
TIC 141768070,tic141768070,,,,,,,,,,,,,,,,
TIC 238932509,tic238932509,,,,,,,,,,,,,,,,
TIC 70440470,tic70440470,,,,,,,,,,,,,,,,
TIC 140068425,tic140068425,,,,,,,,,,,,,,,,
TIC 150098860,tic150098860,,,,,,,,,,,,,,,,
TIC 207081058,tic207081058,,,,,,,,,,,,,,,,
TIC 219338557,tic219338557,,,,,,,,,,,,,,,,
TIC 278683844,tic278683844,,,,,,,,,,,,,,,,
TIC 299798795,tic299798795,,,,,,,,,,,,,,,,
TIC 300293197,tic300293197,,,,,,,,,,,,,,,,
TIC 304100538,tic304100538,,,,,,,,,,,,,,,,
TIC 317060587,tic317060587,,,,,,,,,,,,,,,,
TIC 350445771,tic350445771,,,,,,,,,,,,,,,,
TIC 355509914,tic355509914,,,,,,,,,,,,,,,,
TIC 421894914,tic421894914,,,,,,,,,,,,,,,,
TIC 425934411,tic425934411,,,,,,,,,,,,,,,,
TIC 415969574,tic415969574,,,,,,,,,,,,,,,,
TIC 12421862,tic12421862,,,,,,,,,,,,,,,,
TIC 198077394,tic198077394,,,,,,,,,,,,,,,,
TIC 47425697,tic47425697,,,,,,,,,,,,,,,,
TIC 262530407,tic262530407,,,,,,,,,,,,,,,,
TIC 175482273,tic175482273,,,,,,,,,,,,,,,,
TIC 76989773,tic76989773,,,,,,,,,,,,,,,,
TIC 20892672,tic20892672,,,,,,,,,,,,,,,,
TIC 76923707,tic76923707,,,,,,,,,,,,,,,,
TIC 9033144,tic9033144,,,,,,,,,,,,,,,,
TIC 382474101,tic382474101,,,,,,,,,,,,,,,,
TIC 207084429,tic207084429,,,,,,,,,,,,,,,,
TIC 207141131,tic207141131,,,,,,,,,,,,,,,,
TIC 220016044,tic220016044,,,,,,,,,,,,,,,,
TIC 280097543,tic280097543,,,,,,,,,,,,,,,,
TIC 166697854,tic166697854,,,,,,,,,,,,,,,,
TIC 220396259,tic220396259,,,,,,,,,,,,,,,,
TIC 167418898,tic167418898,,,,,,,,,,,,,,,,
TIC 441075486,tic441075486,,,,,,,,,,,,,,,,
TIC 9032368,tic9032368,,,,,,,,,,,,,,,,
TIC 77031413,tic77031413,,,,,,,,,wasp173b,,,,,,,
TIC 305048116,tic305048116,,,,,,,,,,,,,,,,
TIC 13023738,tic13023738,,,,,,,,,,,,,,,,
TIC 47423120,tic47423120,,,,,,,,,,,,,,,,
TIC 70785910,tic70785910,,,,,,,,,,,,,,,,
TIC 13023378,tic13023378,,,,,,,,,,,,,,,,
TIC 66497310,tic66497310,,,,,,,,,,,,,,,,
TIC 33911302,tic33911302,,,,,,,,,,,,,,,,
TIC 69838258,tic69838258,,,,,,,,,,,,,,,,
TIC 27966179,tic27966179,,,,,,,,,,,,,,,,
TIC 169765334,tic169765334,,,,,,,,,,,,,,,,
TIC 206669860,tic206669860,,,,,,,,,,,,,,,,
TIC 188593930,tic188593930,,,,,,,,,,,,,,,,
TIC 402319411,tic402319411,,,,,,,,,,,,,,,,
TIC 8988289,tic8988289,,,,,,,,,,,,,,,,
TIC 316769613,tic316769613,,,,,,,,,,,,,,,,
TIC 9102327,tic9102327,,,,,,,,,,,,,,,,
TIC 434105231,tic434105231,,,,,,,,,,,,,,,,
TIC 228507250,tic228507250,,,,,,,,,,,,,,,,
TIC 9100874,tic9100874,,,,,,,,,,,,,,,,
TIC 2758565,tic2758565,,,,,,,,,,,,,,,,
TIC 206686292,tic206686292,,,,,,,,,,,,,,,,
TIC 327952677,tic327952677,,,,,,,,,,,,,,,,
TIC 49710555,tic49710555,,,,,,,,,,,,,,,,
TIC 155995204,tic155995204,,,,,,,,,,,,,,,,
TIC 229091748,tic229091748,,,,,,,,,,,,,,,,
TIC 100014359,tic100014359,,,,,,,,,,,,,,,,
TIC 281710229,tic281710229,,,,,,,,,,,,,,,,
TIC 144301273,tic144301273,,,,,,,,,,,,,,,,
TIC 183675732,tic183675732,,,,,,,,,,,,,,,,
TIC 224271611,tic224271611,,,,,,,,,,,,,,,,
TIC 156016136,tic156016136,,,,,,,,,,,,,,,,
TIC 251855940,tic251855940,,,,,,,,,,,,,,,,
TIC 251878904,tic251878904,,,,,,,,,,,,,,,,
TIC 118586896,tic118586896,,,,,,,,,,,,,,,,
TIC 308208458,tic308208458,,,,,,,,,,,,,,,,
TIC 262530780,tic262530780,,,,,,,,,,,,,,,,
TIC 144276942,tic144276942,,,,,,,,,,,,,,,,
TIC 80432617,tic80432617,,,,,,,,,,,,,,,,
TIC 321982642,tic321982642,,,,,,,,,,,,,,,,
TIC 369336146,tic369336146,,,,,,,,,,,,,,,,
TIC 183593642,tic183593642,,,,,,,,,,,,,,,,
TIC 100097716,tic100097716,,,,,,,,,,,,,,,,
TIC 100099031,tic100099031,,,,,,,,,,,,,,,,
TIC 199731190,tic199731190,,,,,,,,,,,,,,,,
TIC 118327533,tic118327533,,,,,,,,,,,,,,,,
TIC 80439101,tic80439101,,,,,,,,,,,,,,,,
TIC 155986102,tic155986102,,,,,,,,,,,,,,,,
TIC 41865539,tic41865539,,,,,,,,,,,,,,,,
TIC 224245334,tic224245334,,,,,,,,,,,,,,,,
TIC 262531275,tic262531275,,,,,,,,,,,,,,,,
TIC 180285396,tic180285396,,,,,,,,,,,,,,,,
TIC 139357541,tic139357541,,,,,,,,,,,,,,,,
TIC 144336525,tic144336525,,,,,,,,,,,,,,,,
TIC 66413476,tic66413476,,,,,,,,,,,,,,,,
TIC 156002449,tic156002449,,,,,,,,,,,,,,,,
TIC 251852984,tic251852984,,,,,,,,,,,,,,,,
TIC 389753172,tic389753172,,,,,,,,,,,,,,,,
TIC 175476629,tic175476629,,,,,,,,,,,,,,,,
TIC 206352378,tic206352378,,,,,,,,,,,,,,,,
TIC 66356824,tic66356824,,,,,,,,,,,,,,,,
TIC 180145006,tic180145006,,,,,,,,,,,,,,,,
TIC 175477257,tic175477257,,,,,,,,,,,,,,,,
TIC 156075294,tic156075294,,,,,,,,,,,,,,,,
TIC 102030574,tic102030574,,,,,,,,,,,,,,,,
TIC 262530873,tic262530873,,,,,,,,,,,,,,,,
TIC 229111835,tic229111835,,,,,,,,,,,,,,,,
TIC 144301052,tic144301052,,,,,,,,,,,,,,,,
TIC 115242351,tic115242351,,,,,,,,,,,,,,,,
TIC 382463648,tic382463648,,,,,,,,,,,,,,,,
TIC 31852980,tic31852980,,,,,,,,,,,,,,,,
TIC 32090583,tic32090583,,,,,,,,,,,,,,,,
TIC 52204645,tic52204645,,,,,,,,,,,,,,,,
TIC 55650590,tic55650590,,,,,,,,,,,,,,,,
TIC 141527579,tic141527579,,,,,,,,,,,,,,,,
TIC 167754523,tic167754523,,,,,,,,,,,,,,,,
TIC 231912935,tic231912935,,,,,,,,,,,,,,,,
TIC 234345288,tic234345288,,,,,,,,,,,,,,,,
TIC 237914496,tic237914496,,,,,,,,,,,,,,,,
TIC 281575427,tic281575427,,,,,,,,,,,,,,,,
TIC 281781375,tic281781375,,,,,,,,,,,,,,,,
TIC 314865962,tic314865962,,,,,,,,,,,,,,,,
TIC 316937670,tic316937670,,,,,,,,,,,,,,,,
TIC 280095254,tic280095254,,,,,,,,,,,,,,,,
TIC 9727392,tic9727392,,,,,,,,,,,,,,,,
TIC 49687222,tic49687222,,,,,,,,,,,,,,,,
TIC 12423815,tic12423815,,,,,,,,,,,,,,,,
TIC 415969908,tic415969908,,,,,,,,,,,,,,,,
TIC 326453034,tic326453034,,,,,,,,,,,,,,,,
TIC 322063810,tic322063810,,,,,,,,,,,,,,,,
TIC 201793781,tic201793781,,,,,,,,,,,,,,,,
TIC 179985715,tic179985715,,,,,,,,,,,,,,,,
TIC 160074939,tic160074939,,,,,,,,,,,,,,,,
TIC 154618248,tic154618248,,,,,,,,,,,,,,,,
TIC 149010208,tic149010208,,,,,,,,,,,,,,,,
TIC 120585579,tic120585579,,,,,,,,,,,,,,,,
TIC 118327550,tic118327550,,,,,,,,,,,,,,,,
TIC 101948569,tic101948569,,,,,,,,,,,,,,,,
TIC 9006668,tic9006668,,,,,,,,,,,,,,,,
TIC 9725627,tic9725627,,,,,,,,,,,,,,,,
TIC 37749396,tic37749396,,,,,,,,,,,,,,,,
TIC 63898957,tic63898957,,,,,,,,,,,,,,,,
TIC 70513361,tic70513361,,,,,,,,,,,,,,,,
TIC 120916706,tic120916706,,,,,,,,,,,,,,,,
TIC 153065527,tic153065527,,,,,,,,,,,,,,,,
TIC 164767175,tic164767175,,,,,,,,,,,,,,,,
TIC 219253008,tic219253008,,,,,,,,,,,,,,,,
TIC 220479565,tic220479565,,,,,,,,,,,,,,,,
TIC 259511357,tic259511357,,,,,,,,,,,,,,,,
TIC 439456714,tic439456714,,,,,,,,,,,,,,,,
TIC 42054565,tic42054565,,,,,,,,,,,,,,,,
TIC 122613513,tic122613513,,,,,,,,,,,,,,,,
TIC 219239945,tic219239945,,,,,,,,,,,,,,,,
TIC 244161191,tic244161191,,,,,,,,,,,,,,,,
TIC 29781292,tic29781292,,,,,,,,,,,,,,,,
TIC 220459976,tic220459976,,,,,,,,,,,,,,,,
TIC 375059587,tic375059587,,,,,,,,,,,,,,,,
TIC 391821647,tic391821647,,,,,,,,,,,,,,,,
TIC 391904697,tic391904697,,,,,,,,,,,,,,,,
TIC 49899799,tic49899799,,,,,,,,,,,,,,,,
TIC 325680697,tic325680697,,,,,,,,,,,,,,,,
TIC 7624182,tic7624182,,,,,,,,,,,,,,,,
TIC 206466531,tic206466531,,,,,,,,,,,,,,,,
TIC 176778112,tic176778112,,,,,,,,,,,,,,,,
TIC 259701242,tic259701242,,,,,,,,,,,,,,,,
TIC 153077621,tic153077621,,,,,,,,,,,,,,,,
TIC 219388773,tic219388773,,,,,,,,,,,,,,,,
TIC 219379012,tic219379012,,,,,,,,,,,,,,,,
TIC 38541473,tic38541473,,,,,,,,,,,,,,,,
TIC 29960110,tic29960110,,,,,,,,,,,,,,,,
TIC 9858404,tic9858404,,,,,,,,,,,,,,,,
TIC 29960109,tic29960109,,,,,,,,,,,,,,,,
TIC 328350926,tic328350926,,,,,,,,,,,,,,,,
TIC 250386181,tic250386181,,,,,,,,,,,,,,,,
TIC 271900960,tic271900960,,,,,,,,,,,,,,,,
TIC 92359850,tic92359850,,,,,,,,,,,,,,,,
TIC 300599466,tic300599466,,,,,,,,,,,,,,,,
TIC 209459275,tic209459275,,,,,,,,,,,,,,,,
TIC 260417932,tic260417932,,,,,,,,,,,,,,,,
TIC 301051430,tic301051430,,,,,,,,,,,,,,,,
TIC 198008005,tic198008005,,,,,,,,,,,,,,,,
TIC 382068562,tic382068562,,,,,,,,,,,,,,,,
TIC 271722899,tic271722899,,,,,,,,,,,,,,,,
TIC 150430484,tic150430484,,,,,,,,,,,,,,,,
TIC 207237016,tic207237016,,,,,,,,,,,,,,,,
TIC 321011127,tic321011127,,,,,,,,,,,,,,,,
TIC 153027658,tic153027658,,,,,,,,,,,,,,,,
TIC 176796997,tic176796997,,,,,,,,,,,,,,,,
TIC 294869729,tic294869729,,,,,,,,,,,,,,,,
TIC 175532955,tic175532955,,,,,,,,,,,,,,,,
TIC 279425357,tic279425357,,,,,,,,,,,,,,,,
TIC 278775625,tic278775625,,,,,,,,,,,,,,,,
TIC 278199349,tic278199349,,,,,,,,,,,,,,,,
TIC 150167117,tic150167117,,,,,,,,,,,,,,,,
TIC 364395234,tic364395234,,,,,,,,,,,,,,,,
TIC 348844154,tic348844154,,,,,,,,,,,,,,,,
TIC 259389219,tic259389219,,,,,,,,,,,,,,,,
TIC 100921768,tic100921768,,,,,,,,,,,,,,,,
TIC 206474443,tic206474443,,,,,,,,,,,,,,,,
TIC 42015200,tic42015200,,,,,,,,,,,,,,,,
TIC 231289421,tic231289421,,,,,,,,,,,,,,,,
TIC 32283946,tic32283946,,,,,,,,,,,,,,,,
TIC 404467699,tic404467699,,,,,,,,,,,,,,,,
TIC 29918916,tic29918916,,,,,,,,,,,,,,,,
TIC 423670610,tic423670610,,,,,,,,,,,,,,,,
TIC 281924357,tic281924357,,,,,,,,,,,,,,,,
TIC 160222069,tic160222069,,,,,,,,,,,,,,,,
TIC 269558487,tic269558487,,,,,,,,,,,,,,,,
TIC 306338882,tic306338882,,,,,,,,,,,,,,,,
TIC 229141709,tic229141709,,,,,,,,,,,,,,,,
TIC 380886535,tic380886535,,,,,,,,,,,,,,,,
TIC 138727432,tic138727432,,,,,,,,,,,,,,,,
TIC 40083958,tic40083958,,,,,,,,,,,,,,,,
TIC 143350972,tic143350972,,,,,,,,,,,,,,,,
TIC 38686737,tic38686737,,,,,,,,,,,,,,,,
TIC 31374837,tic31374837,,,,,,,,,,,,,,,,
TIC 117979850,tic117979850,,,,,,,,,,,,,,,,
TIC 44745077,tic44745077,,,,,,,,,,,,,,,,
TIC 70914192,tic70914192,,,,,,,,,,,,,,,,
TIC 189013224,tic189013224,,,,,,,,,,,,,,,,
TIC 169532369,tic169532369,,,,,,,,,,,,,,,,
TIC 14091704,tic14091704,,,,,,,,,,,,,,,,
TIC 179034327,tic179034327,,,,,,,,,,,,,,,,
TIC 77951245,tic77951245,,,,,,,,,,,,,,,,
TIC 44647437,tic44647437,,,,,,,,,,,,,,,,
TIC 1449640,tic1449640,,,,,,,,,,,,,,,,
TIC 117979694,tic117979694,,,,,,,,,,,,,,,,
TIC 468880077,tic468880077,,,,,,,,,,,,,,,,
TIC 459942762,tic459942762,,,,,,,,,,,,,,,,
TIC 117979455,tic117979455,,,,,,,,,,,,,,,,
TIC 14091633,tic14091633,,,,,,,,,,,,,,,,
TIC 408159788,tic408159788,,,,,,,,,,,,,,,,
TIC 188989177,tic188989177,,,,,,,,,,,,,,,,
TIC 316916655,tic316916655,,,,,,,,,,,,,,,,
TIC 4646810,tic4646810,,,,,,,,,,,,,,,,
TIC 9804616,tic9804616,,,,,,,,,,,,,,,,
TIC 44737596,tic44737596,,,,,,,,,,,,,,,,
TIC 64071894,tic64071894,,,,,,,,,,,,,,,,
TIC 77156829,tic77156829,,,,,,,,,,,,,,,,
TIC 77228304,tic77228304,,,,,,,,,,,,,,,,
TIC 89256802,tic89256802,,,,,,,,,,,,,,,,
TIC 176831592,tic176831592,,,,,,,,,,,,,,,,
TIC 237928815,tic237928815,,,,,,,,,,,,,,,,
TIC 398733009,tic398733009,,,,,,,,,,,,,,,,
TIC 420049884,tic420049884,,,,,,,,,,,,,,,,
TIC 399871011,tic399871011,,,,,,,,,,,,,,,,
TIC 167714792,tic167714792,,,,,,,,,,,,,,,,
TIC 248434716,tic248434716,,,,,,,,,,,,,,,,
TIC 363914762,tic363914762,,,,,,,,,,,,,,,,
TIC 332660150,tic332660150,,,,,,,,,,,,,,,,
TIC 146467675,tic146467675,,,,,,,,,,,,,,,,
TIC 146434840,tic146434840,,,,,,,,,,,,,,,,
TIC 449050247,tic449050247,,,,,,,,,,,,,,,,
TIC 146438872,tic146438872,,,,,,,,,,,,,,,,
TIC 92880568,tic92880568,,,,,,,,,,,,,,,,
TIC 100757807,tic100757807,,,,,,,,,,,,,,,,
TIC 245947683,tic245947683,,,,,,,,,,,,,,,,
TIC 319312479,tic319312479,,,,,,,,,,,,,,,,
TIC 249067445,tic249067445,,,,,,,,,,,,,,,,
TIC 262330063,tic262330063,,,,,,,,,,,,,,,,
TIC 449050248,tic449050248,,,,,,,,,,,,,,,,
TIC 408137826,tic408137826,,,,,,,,,,,,,,,,
TIC 425163745,tic425163745,,,,,,,,,,,,,,,,
TIC 67772767,tic67772767,,,,,,,,,,,,,,,,
TIC 189013222,tic189013222,,,,,,,,,,,,,,,,
TIC 434234955,tic434234955,,,,,,,,,,,,,,,,
TIC 100990000,tic100990000,,,,,,,,,,,,,,,,
TIC 52280468,tic52280468,,,,,,,,,,,,,,,,
TIC 20178111,tic20178111,,,,,,,,,,,,,,,,
TIC 144700903,tic144700903,,,,,,,,,,,,,,,,
TIC 156987351,tic156987351,,,,,,,,,,,,,,,,
TIC 317548889,tic317548889,,,,,,,,,,,,,,,,
TIC 427348923,tic427348923,,,,,,,,,,,,,,,,
TIC 365639282,tic365639282,,,,,,,,,,,,,,,,
TIC 172464366,tic172464366,,,,,,,,,,,,,,,,
TIC 33692729,tic33692729,,,,,,,,,,,,,,,,
TIC 37770169,tic37770169,,,,,,,,,,,,,,,,
TIC 220459826,tic220459826,,,,,,,,,,,,,,,,
TIC 427352241,tic427352241,,,,,,,,,,,,,,,,
TIC 71512186,tic71512186,,,,,,,,,,,,,,,,
TIC 255760319,tic255760319,,,,,,,,,,,,,,,,
TIC 100608026,tic100608026,,,,,,,,,,,,,,,,
TIC 55488511,tic55488511,,,,,,,,,,,,,,,,
TIC 59003115,tic59003115,,,,,,,,,k278,2massj03485406+1329009,epic210400751,wisej034854.11+132859.8,,,,
TIC 77253676,tic77253676,,,,,,,,,,,,,,,,
TIC 170849515,tic170849515,,,,,,,,,,,,,,,,
TIC 311183180,tic311183180,,,,,,,,,,,,,,,,
TIC 407966340,tic407966340,,,,,,,,,,,,,,,,
TIC 32830028,tic32830028,,,,,,,,,,,,,,,,
TIC 49771092,tic49771092,,,,,,,,,,,,,,,,
TIC 50618703,tic50618703,,,,,,,,,,,,,,,,
TIC 53593457,tic53593457,,,,,,,,,,,,,,,,
TIC 93125144,tic93125144,,,,,,,,,,,,,,,,
TIC 143271144,tic143271144,,,,,,,,,,,,,,,,
TIC 148228019,tic148228019,,,,,,,,,,,,,,,,
TIC 200593988,tic200593988,,,,,,,,,,,,,,,,
TIC 237751146,tic237751146,,,,,,,,,,,,,,,,
TIC 302895996,tic302895996,,,,,,,,,,,,,,,,
TIC 365690646,tic365690646,,,,,,,,,,,,,,,,
TIC 387690507,tic387690507,,,,,,,,,,,,,,,,
TIC 403693875,tic403693875,,,,,,,,,,,,,,,,
TIC 438490744,tic438490744,,,,,,,,,,,,,,,,
TIC 19025965,tic19025965,,,,,,,,,,,,,,,,
TIC 19519368,tic19519368,,,,,,,,,,,,,,,,
TIC 88977253,tic88977253,,,,,,,,,,,,,,,,
TIC 108645766,tic108645766,,,,,,,,,,,,,,,,
TIC 121338379,tic121338379,,,,,,,,,,,,,,,,
TIC 123482865,tic123482865,,,,,,,,,,,,,,,,
TIC 123702439,tic123702439,,,,,,,,,,,,,,,,
TIC 134200185,tic134200185,,,,,,,,,,,,,,,,
TIC 172193428,tic172193428,,,,,,,,,,,,,,,,
TIC 186812530,tic186812530,,,,,,,,,,,,,,,,
TIC 274138511,tic274138511,,,,,,,,,,,,,,,,
TIC 348538431,tic348538431,,,,,,,,,,,,,,,,
TIC 453211454,tic453211454,,,,,,,,,,,,,,,,
TIC 19451711,tic19451711,,,,,,,,,,,,,,,,
TIC 27649847,tic27649847,,,,,,,,,,,,,,,,
TIC 119292328,tic119292328,,,,,,,,,,,,,,,,
TIC 133334108,tic133334108,,,,,,,,,,,,,,,,
TIC 218795833,tic218795833,,,,,,,,,toi519,2massj081825671939465,tic218795833,wisej081825.63193946.2,,,,
TIC 238086647,tic238086647,,,,,,,,,,,,,,,,
TIC 264979636,tic264979636,,,,,,,,,,,,,,,,
TIC 318937509,tic318937509,,,,,,,,,,,,,,,,
TIC 366622912,tic366622912,,,,,,,,,epic211399359,2massj08321610+1137504,wisej083216.11+113750.5,,,,,
TIC 431999925,tic431999925,,,,,,,,,,,,,,,,
TIC 167031605,tic167031605,,,,,,,,,,,,,,,,
TIC 42755801,tic42755801,,,,,,,,,,,,,,,,
TIC 293853437,tic293853437,,,,,,,,,,,,,,,,
TIC 33690636,tic33690636,,,,,,,,,,,,,,,,
TIC 35582553,tic35582553,,,,,,,,,,,,,,,,
TIC 437984134,tic437984134,,,,,,,,,,,,,,,,
TIC 438295981,tic438295981,,,,,,,,,,,,,,,,
TIC 123958679,tic123958679,,,,,,,,,,,,,,,,
TIC 333607525,tic333607525,,,,,,,,,,,,,,,,
TIC 120269103,tic120269103,,,,,,,,,,,,,,,,
TIC 37084932,tic37084932,,,,,,,,,,,,,,,,
TIC 365781372,tic365781372,,,,,,,,,,,,,,,,
TIC 49079670,tic49079670,,,,,,,,,,,,,,,,
